productId,storeId,productType,weight
11428,FDY59,715,Baking Goods,8.195
11429,NCP29,715,Health and Hygiene,8.42
11430,FDU35,715,Breads,6.44
11431,DRP47,715,Hard Drinks,
11432,FDF33,715,Seafood,7.97
11433,DRB01,715,Soft Drinks,7.39
11434,NCX18,715,Household,
11435,FDU16,715,Frozen Foods,19.25
11436,FDY39,715,Meat,5.305
11437,FDM14,715,Canned,13.8
11438,FDC59,715,Starchy Foods,
11439,FDQ49,715,Breakfast,20.2
11440,FDU33,716,Snack Foods,7.63
11441,FDY15,716,Dairy,18.25
11442,NCP43,716,Others,17.75
11443,FDD08,716,Fruits and Vegetables,8.3
11444,FDY59,716,Baking Goods,8.195
11445,NCP29,716,Health and Hygiene,8.42
11446,FDU35,716,Breads,6.44
11447,DRP47,716,Hard Drinks,
11448,FDF33,716,Seafood,7.97
11449,DRB01,716,Soft Drinks,7.39
11450,NCX18,716,Household,
11451,FDU16,716,Frozen Foods,19.25
11452,FDY39,716,Meat,5.305
11453,FDM14,716,Canned,13.8
11454,FDC59,716,Starchy Foods,
11455,FDQ49,716,Breakfast,20.2
11456,FDU33,717,Snack Foods,7.63
11457,FDY15,717,Dairy,18.25
11458,NCP43,717,Others,17.75
11459,FDD08,717,Fruits and Vegetables,8.3
11460,FDY59,717,Baking Goods,8.195
11461,NCP29,717,Health and Hygiene,8.42
11462,FDU35,717,Breads,6.44
11463,DRP47,717,Hard Drinks,
11464,FDF33,717,Seafood,7.97
11465,DRB01,717,Soft Drinks,7.39
11466,NCX18,717,Household,
11467,FDU16,717,Frozen Foods,19.25
11468,FDY39,717,Meat,5.305
11469,FDM14,717,Canned,13.8
11470,FDC59,717,Starchy Foods,
11471,FDQ49,717,Breakfast,20.2
11472,FDU33,718,Snack Foods,7.63
11473,FDY15,718,Dairy,18.25
11474,NCP43,718,Others,17.75
11475,FDD08,718,Fruits and Vegetables,8.3
11476,FDY59,718,Baking Goods,8.195
11477,NCP29,718,Health and Hygiene,8.42
11478,FDU35,718,Breads,6.44
11479,DRP47,718,Hard Drinks,
11480,FDF33,718,Seafood,7.97
11481,DRB01,718,Soft Drinks,7.39
11482,NCX18,718,Household,
11483,FDU16,718,Frozen Foods,19.25
11484,FDY39,718,Meat,5.305
11485,FDM14,718,Canned,13.8
11486,FDC59,718,Starchy Foods,
11487,FDQ49,718,Breakfast,20.2
11488,FDU33,719,Snack Foods,7.63
11489,FDY15,719,Dairy,18.25
11490,NCP43,719,Others,17.75
11491,FDD08,719,Fruits and Vegetables,8.3
11492,FDY59,719,Baking Goods,8.195
11493,NCP29,719,Health and Hygiene,8.42
11494,FDU35,719,Breads,6.44
11495,DRP47,719,Hard Drinks,
11496,FDF33,719,Seafood,7.97
11497,DRB01,719,Soft Drinks,7.39
11498,NCX18,719,Household,
11499,FDU16,719,Frozen Foods,19.25
11500,FDY39,719,Meat,5.305
11501,FDM14,719,Canned,13.8
11502,FDC59,719,Starchy Foods,
11503,FDQ49,719,Breakfast,20.2
11504,FDU33,720,Snack Foods,7.63
11505,FDY15,720,Dairy,18.25
11506,NCP43,720,Others,17.75
11507,FDD08,720,Fruits and Vegetables,8.3
11508,FDY59,720,Baking Goods,8.195
11509,NCP29,720,Health and Hygiene,8.42
11510,FDU35,720,Breads,6.44
11511,DRP47,720,Hard Drinks,
11512,FDF33,720,Seafood,7.97
11513,DRB01,720,Soft Drinks,7.39
11514,NCX18,720,Household,
11515,FDU16,720,Frozen Foods,19.25
11516,FDY39,720,Meat,5.305
11517,FDM14,720,Canned,13.8
11518,FDC59,720,Starchy Foods,
11519,FDQ49,720,Breakfast,20.2
11520,FDU33,721,Snack Foods,7.63
11521,FDY15,721,Dairy,18.25
11522,NCP43,721,Others,17.75
11523,FDD08,721,Fruits and Vegetables,8.3
11524,FDY59,721,Baking Goods,8.195
11525,NCP29,721,Health and Hygiene,8.42
11526,FDU35,721,Breads,6.44
11527,DRP47,721,Hard Drinks,
11528,FDF33,721,Seafood,7.97
11529,DRB01,721,Soft Drinks,7.39
11530,NCX18,721,Household,
11531,FDU16,721,Frozen Foods,19.25
11532,FDY39,721,Meat,5.305
11533,FDM14,721,Canned,13.8
11534,FDC59,721,Starchy Foods,
11535,FDQ49,721,Breakfast,20.2
11536,FDU33,722,Snack Foods,7.63
11537,FDY15,722,Dairy,18.25
11538,NCP43,722,Others,17.75
11539,FDD08,722,Fruits and Vegetables,8.3
11540,FDY59,722,Baking Goods,8.195
11541,NCP29,722,Health and Hygiene,8.42
11542,FDU35,722,Breads,6.44
11543,DRP47,722,Hard Drinks,
11544,FDF33,722,Seafood,7.97
11545,DRB01,722,Soft Drinks,7.39
11546,NCX18,722,Household,
11547,FDU16,722,Frozen Foods,19.25
11548,FDY39,722,Meat,5.305
11549,FDM14,722,Canned,13.8
11550,FDC59,722,Starchy Foods,
11551,FDQ49,722,Breakfast,20.2
11552,FDU33,723,Snack Foods,7.63
11553,FDY15,723,Dairy,18.25
11554,NCP43,723,Others,17.75
11555,FDD08,723,Fruits and Vegetables,8.3
11556,FDY59,723,Baking Goods,8.195
11557,NCP29,723,Health and Hygiene,8.42
11558,FDU35,723,Breads,6.44
11559,DRP47,723,Hard Drinks,
11560,FDF33,723,Seafood,7.97
11561,DRB01,723,Soft Drinks,7.39
11562,NCX18,723,Household,
11563,FDU16,723,Frozen Foods,19.25
11564,FDY39,723,Meat,5.305
11565,FDM14,723,Canned,13.8
11566,FDC59,723,Starchy Foods,
11567,FDQ49,723,Breakfast,20.2
11568,FDU33,724,Snack Foods,7.63
11569,FDY15,724,Dairy,18.25
11570,NCP43,724,Others,17.75
11571,FDD08,724,Fruits and Vegetables,8.3
11572,FDY59,724,Baking Goods,8.195
11573,NCP29,724,Health and Hygiene,8.42
11574,FDU35,724,Breads,6.44
11575,DRP47,724,Hard Drinks,
11576,FDF33,724,Seafood,7.97
11577,DRB01,724,Soft Drinks,7.39
11578,NCX18,724,Household,
11579,FDU16,724,Frozen Foods,19.25
11580,FDY39,724,Meat,5.305
11581,FDM14,724,Canned,13.8
11582,FDC59,724,Starchy Foods,
11583,FDQ49,724,Breakfast,20.2
11584,FDU33,725,Snack Foods,7.63
11585,FDY15,725,Dairy,18.25
11586,NCP43,725,Others,17.75
11587,FDD08,725,Fruits and Vegetables,8.3
11588,FDY59,725,Baking Goods,8.195
11589,NCP29,725,Health and Hygiene,8.42
11590,FDU35,725,Breads,6.44
11591,DRP47,725,Hard Drinks,
11592,FDF33,725,Seafood,7.97
11593,DRB01,725,Soft Drinks,7.39
11594,NCX18,725,Household,
11595,FDU16,725,Frozen Foods,19.25
11596,FDY39,725,Meat,5.305
11597,FDM14,725,Canned,13.8
11598,FDC59,725,Starchy Foods,
11599,FDQ49,725,Breakfast,20.2
11600,FDU33,726,Snack Foods,7.63
11601,FDY15,726,Dairy,18.25
11602,NCP43,726,Others,17.75
11603,FDD08,726,Fruits and Vegetables,8.3
11604,FDY59,726,Baking Goods,8.195
11605,NCP29,726,Health and Hygiene,8.42
11606,FDU35,726,Breads,6.44
11607,DRP47,726,Hard Drinks,
11608,FDF33,726,Seafood,7.97
11609,DRB01,726,Soft Drinks,7.39
11610,NCX18,726,Household,
11611,FDU16,726,Frozen Foods,19.25
11612,FDY39,726,Meat,5.305
11613,FDM14,726,Canned,13.8
11614,FDC59,726,Starchy Foods,
11615,FDQ49,726,Breakfast,20.2
11616,FDU33,727,Snack Foods,7.63
11617,FDY15,727,Dairy,18.25
11618,NCP43,727,Others,17.75
11619,FDD08,727,Fruits and Vegetables,8.3
11620,FDY59,727,Baking Goods,8.195
11621,NCP29,727,Health and Hygiene,8.42
11622,FDU35,727,Breads,6.44
11623,DRP47,727,Hard Drinks,
11624,FDF33,727,Seafood,7.97
11625,DRB01,727,Soft Drinks,7.39
11626,NCX18,727,Household,
11627,FDU16,727,Frozen Foods,19.25
11628,FDY39,727,Meat,5.305
11629,FDM14,727,Canned,13.8
11630,FDC59,727,Starchy Foods,
11631,FDQ49,727,Breakfast,20.2
11632,FDU33,728,Snack Foods,7.63
11633,FDY15,728,Dairy,18.25
11634,NCP43,728,Others,17.75
11635,FDD08,728,Fruits and Vegetables,8.3
11636,FDY59,728,Baking Goods,8.195
11637,NCP29,728,Health and Hygiene,8.42
11638,FDU35,728,Breads,6.44
11639,DRP47,728,Hard Drinks,
11640,FDF33,728,Seafood,7.97
11641,DRB01,728,Soft Drinks,7.39
11642,NCX18,728,Household,
11643,FDU16,728,Frozen Foods,19.25
11644,FDY39,728,Meat,5.305
11645,FDM14,728,Canned,13.8
11646,FDC59,728,Starchy Foods,
11647,FDQ49,728,Breakfast,20.2
11648,FDU33,729,Snack Foods,7.63
11649,FDY15,729,Dairy,18.25
11650,NCP43,729,Others,17.75
11651,FDD08,729,Fruits and Vegetables,8.3
11652,FDY59,729,Baking Goods,8.195
11653,NCP29,729,Health and Hygiene,8.42
11654,FDU35,729,Breads,6.44
11655,DRP47,729,Hard Drinks,
11656,FDF33,729,Seafood,7.97
11657,DRB01,729,Soft Drinks,7.39
11658,NCX18,729,Household,
11659,FDU16,729,Frozen Foods,19.25
11660,FDY39,729,Meat,5.305
11661,FDM14,729,Canned,13.8
11662,FDC59,729,Starchy Foods,
11663,FDQ49,729,Breakfast,20.2
11664,FDU33,730,Snack Foods,7.63
11665,FDY15,730,Dairy,18.25
11666,NCP43,730,Others,17.75
11667,FDD08,730,Fruits and Vegetables,8.3
11668,FDY59,730,Baking Goods,8.195
11669,NCP29,730,Health and Hygiene,8.42
11670,FDU35,730,Breads,6.44
11671,DRP47,730,Hard Drinks,
11672,FDF33,730,Seafood,7.97
11673,DRB01,730,Soft Drinks,7.39
11674,NCX18,730,Household,
11675,FDU16,730,Frozen Foods,19.25
11676,FDY39,730,Meat,5.305
11677,FDM14,730,Canned,13.8
11678,FDC59,730,Starchy Foods,
11679,FDQ49,730,Breakfast,20.2
11680,FDU33,731,Snack Foods,7.63
11681,FDY15,731,Dairy,18.25
11682,NCP43,731,Others,17.75
11683,FDD08,731,Fruits and Vegetables,8.3
11684,FDY59,731,Baking Goods,8.195
11685,NCP29,731,Health and Hygiene,8.42
11686,FDU35,731,Breads,6.44
11687,DRP47,731,Hard Drinks,
11688,FDF33,731,Seafood,7.97
11689,DRB01,731,Soft Drinks,7.39
11690,NCX18,731,Household,
11691,FDU16,731,Frozen Foods,19.25
11692,FDY39,731,Meat,5.305
11693,FDM14,731,Canned,13.8
11694,FDC59,731,Starchy Foods,
11695,FDQ49,731,Breakfast,20.2
11696,FDU33,732,Snack Foods,7.63
11697,FDY15,732,Dairy,18.25
11698,NCP43,732,Others,17.75
11699,FDD08,732,Fruits and Vegetables,8.3
11700,FDY59,732,Baking Goods,8.195
11701,NCP29,732,Health and Hygiene,8.42
11702,FDU35,732,Breads,6.44
11703,DRP47,732,Hard Drinks,
11704,FDF33,732,Seafood,7.97
11705,DRB01,732,Soft Drinks,7.39
11706,NCX18,732,Household,
11707,FDU16,732,Frozen Foods,19.25
11708,FDY39,732,Meat,5.305
11709,FDM14,732,Canned,13.8
11710,FDC59,732,Starchy Foods,
11711,FDQ49,732,Breakfast,20.2
11712,FDU33,733,Snack Foods,7.63
11713,FDY15,733,Dairy,18.25
11714,NCP43,733,Others,17.75
11715,FDD08,733,Fruits and Vegetables,8.3
11716,FDY59,733,Baking Goods,8.195
11717,NCP29,733,Health and Hygiene,8.42
11718,FDU35,733,Breads,6.44
11719,DRP47,733,Hard Drinks,
11720,FDF33,733,Seafood,7.97
11721,DRB01,733,Soft Drinks,7.39
11722,NCX18,733,Household,
11723,FDU16,733,Frozen Foods,19.25
11724,FDY39,733,Meat,5.305
11725,FDM14,733,Canned,13.8
11726,FDC59,733,Starchy Foods,
11727,FDQ49,733,Breakfast,20.2
11728,FDU33,734,Snack Foods,7.63
11729,FDY15,734,Dairy,18.25
11730,NCP43,734,Others,17.75
11731,FDD08,734,Fruits and Vegetables,8.3
11732,FDY59,734,Baking Goods,8.195
11733,NCP29,734,Health and Hygiene,8.42
11734,FDU35,734,Breads,6.44
11735,DRP47,734,Hard Drinks,
11736,FDF33,734,Seafood,7.97
11737,DRB01,734,Soft Drinks,7.39
11738,NCX18,734,Household,
11739,FDU16,734,Frozen Foods,19.25
11740,FDY39,734,Meat,5.305
11741,FDM14,734,Canned,13.8
11742,FDC59,734,Starchy Foods,
11743,FDQ49,734,Breakfast,20.2
11744,FDU33,735,Snack Foods,7.63
11745,FDY15,735,Dairy,18.25
11746,NCP43,735,Others,17.75
11747,FDD08,735,Fruits and Vegetables,8.3
11748,FDY59,735,Baking Goods,8.195
11749,NCP29,735,Health and Hygiene,8.42
11750,FDU35,735,Breads,6.44
11751,DRP47,735,Hard Drinks,
11752,FDF33,735,Seafood,7.97
11753,DRB01,735,Soft Drinks,7.39
11754,NCX18,735,Household,
11755,FDU16,735,Frozen Foods,19.25
11756,FDY39,735,Meat,5.305
11757,FDM14,735,Canned,13.8
11758,FDC59,735,Starchy Foods,
11759,FDQ49,735,Breakfast,20.2
11760,FDU33,736,Snack Foods,7.63
11761,FDY15,736,Dairy,18.25
11762,NCP43,736,Others,17.75
11763,FDD08,736,Fruits and Vegetables,8.3
11764,FDY59,736,Baking Goods,8.195
11765,NCP29,736,Health and Hygiene,8.42
11766,FDU35,736,Breads,6.44
11767,DRP47,736,Hard Drinks,
11768,FDF33,736,Seafood,7.97
11769,DRB01,736,Soft Drinks,7.39
11770,NCX18,736,Household,
11771,FDU16,736,Frozen Foods,19.25
11772,FDY39,736,Meat,5.305
11773,FDM14,736,Canned,13.8
11774,FDC59,736,Starchy Foods,
11775,FDQ49,736,Breakfast,20.2
11776,FDU33,737,Snack Foods,7.63
11777,FDY15,737,Dairy,18.25
11778,NCP43,737,Others,17.75
11779,FDD08,737,Fruits and Vegetables,8.3
11780,FDY59,737,Baking Goods,8.195
11781,NCP29,737,Health and Hygiene,8.42
11782,FDU35,737,Breads,6.44
11783,DRP47,737,Hard Drinks,
11784,FDF33,737,Seafood,7.97
11785,DRB01,737,Soft Drinks,7.39
11786,NCX18,737,Household,
11787,FDU16,737,Frozen Foods,19.25
11788,FDY39,737,Meat,5.305
11789,FDM14,737,Canned,13.8
11790,FDC59,737,Starchy Foods,
11791,FDQ49,737,Breakfast,20.2
11792,FDU33,738,Snack Foods,7.63
11793,FDY15,738,Dairy,18.25
11794,NCP43,738,Others,17.75
11795,FDD08,738,Fruits and Vegetables,8.3
11796,FDY59,738,Baking Goods,8.195
11797,NCP29,738,Health and Hygiene,8.42
11798,FDU35,738,Breads,6.44
11799,DRP47,738,Hard Drinks,
11800,FDF33,738,Seafood,7.97
11801,DRB01,738,Soft Drinks,7.39
11802,NCX18,738,Household,
11803,FDU16,738,Frozen Foods,19.25
11804,FDY39,738,Meat,5.305
11805,FDM14,738,Canned,13.8
11806,FDC59,738,Starchy Foods,
11807,FDQ49,738,Breakfast,20.2
11808,FDU33,739,Snack Foods,7.63
11809,FDY15,739,Dairy,18.25
11810,NCP43,739,Others,17.75
11811,FDD08,739,Fruits and Vegetables,8.3
11812,FDY59,739,Baking Goods,8.195
11813,NCP29,739,Health and Hygiene,8.42
11814,FDU35,739,Breads,6.44
11815,DRP47,739,Hard Drinks,
11816,FDF33,739,Seafood,7.97
11817,DRB01,739,Soft Drinks,7.39
11818,NCX18,739,Household,
11819,FDU16,739,Frozen Foods,19.25
11820,FDY39,739,Meat,5.305
11821,FDM14,739,Canned,13.8
11822,FDC59,739,Starchy Foods,
11823,FDQ49,739,Breakfast,20.2
11824,FDU33,740,Snack Foods,7.63
11825,FDY15,740,Dairy,18.25
11826,NCP43,740,Others,17.75
11827,FDD08,740,Fruits and Vegetables,8.3
11828,FDY59,740,Baking Goods,8.195
11829,NCP29,740,Health and Hygiene,8.42
11830,FDU35,740,Breads,6.44
11831,DRP47,740,Hard Drinks,
11832,FDF33,740,Seafood,7.97
11833,DRB01,740,Soft Drinks,7.39
11834,NCX18,740,Household,
11835,FDU16,740,Frozen Foods,19.25
11836,FDY39,740,Meat,5.305
11837,FDM14,740,Canned,13.8
11838,FDC59,740,Starchy Foods,
11839,FDQ49,740,Breakfast,20.2
11840,FDU33,741,Snack Foods,7.63
11841,FDY15,741,Dairy,18.25
11842,NCP43,741,Others,17.75
11843,FDD08,741,Fruits and Vegetables,8.3
11844,FDY59,741,Baking Goods,8.195
11845,NCP29,741,Health and Hygiene,8.42
11846,FDU35,741,Breads,6.44
11847,DRP47,741,Hard Drinks,
11848,FDF33,741,Seafood,7.97
11849,DRB01,741,Soft Drinks,7.39
11850,NCX18,741,Household,
11851,FDU16,741,Frozen Foods,19.25
11852,FDY39,741,Meat,5.305
11853,FDM14,741,Canned,13.8
11854,FDC59,741,Starchy Foods,
11855,FDQ49,741,Breakfast,20.2
11856,FDU33,742,Snack Foods,7.63
11857,FDY15,742,Dairy,18.25
11858,NCP43,742,Others,17.75
11859,FDD08,742,Fruits and Vegetables,8.3
11860,FDY59,742,Baking Goods,8.195
11861,NCP29,742,Health and Hygiene,8.42
11862,FDU35,742,Breads,6.44
11863,DRP47,742,Hard Drinks,
11864,FDF33,742,Seafood,7.97
11865,DRB01,742,Soft Drinks,7.39
11866,NCX18,742,Household,
11867,FDU16,742,Frozen Foods,19.25
11868,FDY39,742,Meat,5.305
11869,FDM14,742,Canned,13.8
11870,FDC59,742,Starchy Foods,
11871,FDQ49,742,Breakfast,20.2
11872,FDU33,743,Snack Foods,7.63
11873,FDY15,743,Dairy,18.25
11874,NCP43,743,Others,17.75
11875,FDD08,743,Fruits and Vegetables,8.3
11876,FDY59,743,Baking Goods,8.195
11877,NCP29,743,Health and Hygiene,8.42
11878,FDU35,743,Breads,6.44
11879,DRP47,743,Hard Drinks,
11880,FDF33,743,Seafood,7.97
11881,DRB01,743,Soft Drinks,7.39
11882,NCX18,743,Household,
11883,FDU16,743,Frozen Foods,19.25
11884,FDY39,743,Meat,5.305
11885,FDM14,743,Canned,13.8
11886,FDC59,743,Starchy Foods,
11887,FDQ49,743,Breakfast,20.2
11888,FDU33,744,Snack Foods,7.63
11889,FDY15,744,Dairy,18.25
11890,NCP43,744,Others,17.75
11891,FDD08,744,Fruits and Vegetables,8.3
11892,FDY59,744,Baking Goods,8.195
11893,NCP29,744,Health and Hygiene,8.42
11894,FDU35,744,Breads,6.44
11895,DRP47,744,Hard Drinks,
11896,FDF33,744,Seafood,7.97
11897,DRB01,744,Soft Drinks,7.39
11898,NCX18,744,Household,
11899,FDU16,744,Frozen Foods,19.25
11900,FDY39,744,Meat,5.305
11901,FDM14,744,Canned,13.8
11902,FDC59,744,Starchy Foods,
11903,FDQ49,744,Breakfast,20.2
11904,FDU33,745,Snack Foods,7.63
11905,FDY15,745,Dairy,18.25
11906,NCP43,745,Others,17.75
11907,FDD08,745,Fruits and Vegetables,8.3
11908,FDY59,745,Baking Goods,8.195
11909,NCP29,745,Health and Hygiene,8.42
11910,FDU35,745,Breads,6.44
11911,DRP47,745,Hard Drinks,
11912,FDF33,745,Seafood,7.97
11913,DRB01,745,Soft Drinks,7.39
11914,NCX18,745,Household,
11915,FDU16,745,Frozen Foods,19.25
11916,FDY39,745,Meat,5.305
11917,FDM14,745,Canned,13.8
11918,FDC59,745,Starchy Foods,
11919,FDQ49,745,Breakfast,20.2
11920,FDU33,746,Snack Foods,7.63
11921,FDY15,746,Dairy,18.25
11922,NCP43,746,Others,17.75
11923,FDD08,746,Fruits and Vegetables,8.3
11924,FDY59,746,Baking Goods,8.195
11925,NCP29,746,Health and Hygiene,8.42
11926,FDU35,746,Breads,6.44
11927,DRP47,746,Hard Drinks,
11928,FDF33,746,Seafood,7.97
11929,DRB01,746,Soft Drinks,7.39
11930,NCX18,746,Household,
11931,FDU16,746,Frozen Foods,19.25
11932,FDY39,746,Meat,5.305
11933,FDM14,746,Canned,13.8
11934,FDC59,746,Starchy Foods,
11935,FDQ49,746,Breakfast,20.2
11936,FDU33,747,Snack Foods,7.63
11937,FDY15,747,Dairy,18.25
11938,NCP43,747,Others,17.75
11939,FDD08,747,Fruits and Vegetables,8.3
11940,FDY59,747,Baking Goods,8.195
11941,NCP29,747,Health and Hygiene,8.42
11942,FDU35,747,Breads,6.44
11943,DRP47,747,Hard Drinks,
11944,FDF33,747,Seafood,7.97
11945,DRB01,747,Soft Drinks,7.39
11946,NCX18,747,Household,
11947,FDU16,747,Frozen Foods,19.25
11948,FDY39,747,Meat,5.305
11949,FDM14,747,Canned,13.8
11950,FDC59,747,Starchy Foods,
11951,FDQ49,747,Breakfast,20.2
11952,FDU33,748,Snack Foods,7.63
11953,FDY15,748,Dairy,18.25
11954,NCP43,748,Others,17.75
11955,FDD08,748,Fruits and Vegetables,8.3
11956,FDY59,748,Baking Goods,8.195
11957,NCP29,748,Health and Hygiene,8.42
11958,FDU35,748,Breads,6.44
11959,DRP47,748,Hard Drinks,
11960,FDF33,748,Seafood,7.97
11961,DRB01,748,Soft Drinks,7.39
11962,NCX18,748,Household,
11963,FDU16,748,Frozen Foods,19.25
11964,FDY39,748,Meat,5.305
11965,FDM14,748,Canned,13.8
11966,FDC59,748,Starchy Foods,
11967,FDQ49,748,Breakfast,20.2
11968,FDU33,749,Snack Foods,7.63
11969,FDY15,749,Dairy,18.25
11970,NCP43,749,Others,17.75
11971,FDD08,749,Fruits and Vegetables,8.3
11972,FDY59,749,Baking Goods,8.195
11973,NCP29,749,Health and Hygiene,8.42
11974,FDU35,749,Breads,6.44
11975,DRP47,749,Hard Drinks,
11976,FDF33,749,Seafood,7.97
11977,DRB01,749,Soft Drinks,7.39
11978,NCX18,749,Household,
11979,FDU16,749,Frozen Foods,19.25
11980,FDY39,749,Meat,5.305
11981,FDM14,749,Canned,13.8
11982,FDC59,749,Starchy Foods,
11983,FDQ49,749,Breakfast,20.2
11984,FDU33,750,Snack Foods,7.63
11985,FDY15,750,Dairy,18.25
11986,NCP43,750,Others,17.75
11987,FDD08,750,Fruits and Vegetables,8.3
11988,FDY59,750,Baking Goods,8.195
11989,NCP29,750,Health and Hygiene,8.42
11990,FDU35,750,Breads,6.44
11991,DRP47,750,Hard Drinks,
11992,FDF33,750,Seafood,7.97
11993,DRB01,750,Soft Drinks,7.39
11994,NCX18,750,Household,
11995,FDU16,750,Frozen Foods,19.25
11996,FDY39,750,Meat,5.305
11997,FDM14,750,Canned,13.8
11998,FDC59,750,Starchy Foods,
11999,FDQ49,750,Breakfast,20.2
12000,FDU33,751,Snack Foods,7.63
12001,FDY15,751,Dairy,18.25
12002,NCP43,751,Others,17.75
12003,FDD08,751,Fruits and Vegetables,8.3
12004,FDY59,751,Baking Goods,8.195
12005,NCP29,751,Health and Hygiene,8.42
12006,FDU35,751,Breads,6.44
12007,DRP47,751,Hard Drinks,
12008,FDF33,751,Seafood,7.97
12009,DRB01,751,Soft Drinks,7.39
12010,NCX18,751,Household,
12011,FDU16,751,Frozen Foods,19.25
12012,FDY39,751,Meat,5.305
12013,FDM14,751,Canned,13.8
12014,FDC59,751,Starchy Foods,
12015,FDQ49,751,Breakfast,20.2
12016,FDU33,752,Snack Foods,7.63
12017,FDY15,752,Dairy,18.25
12018,NCP43,752,Others,17.75
12019,FDD08,752,Fruits and Vegetables,8.3
12020,FDY59,752,Baking Goods,8.195
12021,NCP29,752,Health and Hygiene,8.42
12022,FDU35,752,Breads,6.44
12023,DRP47,752,Hard Drinks,
12024,FDF33,752,Seafood,7.97
12025,DRB01,752,Soft Drinks,7.39
12026,NCX18,752,Household,
12027,FDU16,752,Frozen Foods,19.25
12028,FDY39,752,Meat,5.305
12029,FDM14,752,Canned,13.8
12030,FDC59,752,Starchy Foods,
12031,FDQ49,752,Breakfast,20.2
12032,FDU33,753,Snack Foods,7.63
12033,FDY15,753,Dairy,18.25
12034,NCP43,753,Others,17.75
12035,FDD08,753,Fruits and Vegetables,8.3
12036,FDY59,753,Baking Goods,8.195
12037,NCP29,753,Health and Hygiene,8.42
12038,FDU35,753,Breads,6.44
12039,DRP47,753,Hard Drinks,
12040,FDF33,753,Seafood,7.97
12041,DRB01,753,Soft Drinks,7.39
12042,NCX18,753,Household,
12043,FDU16,753,Frozen Foods,19.25
12044,FDY39,753,Meat,5.305
12045,FDM14,753,Canned,13.8
12046,FDC59,753,Starchy Foods,
12047,FDQ49,753,Breakfast,20.2
12048,FDU33,754,Snack Foods,7.63
12049,FDY15,754,Dairy,18.25
12050,NCP43,754,Others,17.75
12051,FDD08,754,Fruits and Vegetables,8.3
12052,FDY59,754,Baking Goods,8.195
12053,NCP29,754,Health and Hygiene,8.42
12054,FDU35,754,Breads,6.44
12055,DRP47,754,Hard Drinks,
12056,FDF33,754,Seafood,7.97
12057,DRB01,754,Soft Drinks,7.39
12058,NCX18,754,Household,
12059,FDU16,754,Frozen Foods,19.25
12060,FDY39,754,Meat,5.305
12061,FDM14,754,Canned,13.8
12062,FDC59,754,Starchy Foods,
12063,FDQ49,754,Breakfast,20.2
12064,FDU33,755,Snack Foods,7.63
12065,FDY15,755,Dairy,18.25
12066,NCP43,755,Others,17.75
12067,FDD08,755,Fruits and Vegetables,8.3
12068,FDY59,755,Baking Goods,8.195
12069,NCP29,755,Health and Hygiene,8.42
12070,FDU35,755,Breads,6.44
12071,DRP47,755,Hard Drinks,
12072,FDF33,755,Seafood,7.97
12073,DRB01,755,Soft Drinks,7.39
12074,NCX18,755,Household,
12075,FDU16,755,Frozen Foods,19.25
12076,FDY39,755,Meat,5.305
12077,FDM14,755,Canned,13.8
12078,FDC59,755,Starchy Foods,
12079,FDQ49,755,Breakfast,20.2
12080,FDU33,756,Snack Foods,7.63
12081,FDY15,756,Dairy,18.25
12082,NCP43,756,Others,17.75
12083,FDD08,756,Fruits and Vegetables,8.3
12084,FDY59,756,Baking Goods,8.195
12085,NCP29,756,Health and Hygiene,8.42
12086,FDU35,756,Breads,6.44
12087,DRP47,756,Hard Drinks,
12088,FDF33,756,Seafood,7.97
12089,DRB01,756,Soft Drinks,7.39
12090,NCX18,756,Household,
12091,FDU16,756,Frozen Foods,19.25
12092,FDY39,756,Meat,5.305
12093,FDM14,756,Canned,13.8
12094,FDC59,756,Starchy Foods,
12095,FDQ49,756,Breakfast,20.2
12096,FDU33,757,Snack Foods,7.63
12097,FDY15,757,Dairy,18.25
12098,NCP43,757,Others,17.75
12099,FDD08,757,Fruits and Vegetables,8.3
12100,FDY59,757,Baking Goods,8.195
12101,NCP29,757,Health and Hygiene,8.42
12102,FDU35,757,Breads,6.44
12103,DRP47,757,Hard Drinks,
12104,FDF33,757,Seafood,7.97
12105,DRB01,757,Soft Drinks,7.39
12106,NCX18,757,Household,
12107,FDU16,757,Frozen Foods,19.25
12108,FDY39,757,Meat,5.305
12109,FDM14,757,Canned,13.8
12110,FDC59,757,Starchy Foods,
12111,FDQ49,757,Breakfast,20.2
12112,FDU33,758,Snack Foods,7.63
12113,FDY15,758,Dairy,18.25
12114,NCP43,758,Others,17.75
12115,FDD08,758,Fruits and Vegetables,8.3
12116,FDY59,758,Baking Goods,8.195
12117,NCP29,758,Health and Hygiene,8.42
12118,FDU35,758,Breads,6.44
12119,DRP47,758,Hard Drinks,
12120,FDF33,758,Seafood,7.97
12121,DRB01,758,Soft Drinks,7.39
12122,NCX18,758,Household,
12123,FDU16,758,Frozen Foods,19.25
12124,FDY39,758,Meat,5.305
12125,FDM14,758,Canned,13.8
12126,FDC59,758,Starchy Foods,
12127,FDQ49,758,Breakfast,20.2
12128,FDU33,759,Snack Foods,7.63
12129,FDY15,759,Dairy,18.25
12130,NCP43,759,Others,17.75
12131,FDD08,759,Fruits and Vegetables,8.3
12132,FDY59,759,Baking Goods,8.195
12133,NCP29,759,Health and Hygiene,8.42
12134,FDU35,759,Breads,6.44
12135,DRP47,759,Hard Drinks,
